   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.022    0.001 math_ops.py:922(r_binary_op_wrapper)
       12    0.000    0.000    0.007    0.001 math_ops.py:989(_truediv_python3)
        1    0.000    0.000    0.016    0.016 mathtext.py:16(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:174(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:182(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 mathtext.py:225(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:256(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:287(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:315(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:347(<listcomp>)
        1    0.000    0.000    0.000    0.000 mathtext.py:349(<listcomp>)
        1    0.000    0.000    0.000    0.000 mathtext.py:351(<listcomp>)
        1    0.000    0.000    0.000    0.000 mathtext.py:358(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:362(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:366(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:388(<dictcomp>)
        1    0.000    0.000    0.000    0.000 mathtext.py:401(MathTextParser)
        3    0.000    0.000    0.000    0.000 mathtext.py:423(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:44(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:99(MathtextBackendAgg)
        1    0.005    0.005    0.007    0.007 meta_graph.py:138(ops_used_by_graph_def)
     6897    0.002    0.000    0.002    0.000 meta_graph.py:159(mark_op_as_used)
        1    0.000    0.000    0.000    0.000 meta_graph.py:171(<listcomp>)
        1    0.001    0.001    0.008    0.008 meta_graph.py:174(stripped_op_list_for_graph)
        1    0.000    0.000    0.000    0.000 meta_graph.py:208(<listcomp>)
        2    0.000    0.000    0.000    0.000 meta_graph.py:212(_get_kind_name)
     1486    0.001    0.000    0.003    0.000 meta_graph.py:348(_should_include_node)
        6    0.002    0.000    0.024    0.004 meta_graph.py:380(add_collection_def)
        6    0.000    0.000    0.002    0.000 meta_graph.py:412(<listcomp>)
        1    0.000    0.000    0.091    0.091 meta_graph.py:515(create_meta_graph_def)
        1    0.000    0.000    0.268    0.268 meta_graph.py:913(export_scoped_meta_graph)
        1    0.000    0.000    0.000    0.000 mlab.py:48(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:835(GaussianKDE)
       40    0.000    0.000    0.009    0.000 module_wrapper.py:121(_tfmw_add_deprecation_warning)
3525/3287    0.010    0.000    0.019    0.000 module_wrapper.py:155(__getattribute__)
        9    0.000    0.000    0.000    0.000 module_wrapper.py:205(__setattr__)
       32    0.000    0.000    0.000    0.000 module_wrapper.py:35(get_rename_v2)
       22    0.000    0.000    0.001    0.000 module_wrapper.py:41(_call_location)
       21    0.000    0.000    0.000    0.000 module_wrapper.py:52(contains_deprecation_decorator)
       23    0.000    0.000    0.000    0.000 module_wrapper.py:54(<genexpr>)
       15    0.000    0.000    0.000    0.000 module_wrapper.py:57(has_deprecation_decorator)
        2    0.000    0.000    0.000    0.000 monitoring.py:133(get_cell)
        2    0.000    0.000    0.000    0.000 monitoring.py:145(__init__)
        2    0.000    0.000    0.000    0.000 monitoring.py:153(increase_by)
        2    0.000    0.000    0.000    0.000 monitoring.py:185(get_cell)
  1261681    0.216    0.000    0.216    0.000 multiarray.py:1043(copyto)
      230    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
       34    0.000    0.000    0.000    0.000 multiarray.py:634(result_type)
       99    0.000    0.000    0.000    0.000 multiarray.py:706(dot)
        1    0.000    0.000    0.000    0.000 multiarray.py:75(empty_like)
        1    0.000    0.000    0.000    0.000 multiarray.py:929(ravel_multi_index)
        1    0.000    0.000    0.000    0.000 multiarray.py:990(unravel_index)
       24    0.000    0.000    0.000    0.000 nest.py:118(_sequence_like)
       96    0.000    0.000    0.000    0.000 nest.py:165(_yield_value)
       96    0.000    0.000    0.000    0.000 nest.py:170(_yield_sorted_items)
     3868    0.004    0.000    0.017    0.000 nest.py:232(flatten)
       16    0.000    0.000    0.000    0.000 nest.py:282(assert_same_structure)
   242511    1.732    0.000    4.832    0.000 nest.py:329(flatten_dict_items)
       24    0.000    0.000    0.001    0.000 nest.py:385(_packed_nest_with_indices)
      400    0.001    0.000    0.003    0.000 nest.py:417(pack_sequence_as)
  384/320    0.002    0.000    0.015    0.000 nest.py:475(map_structure)
      384    0.000    0.000    0.002    0.000 nest.py:532(<listcomp>)
  384/320    0.000    0.000    0.010    0.000 nest.py:536(<listcomp>)
       48    0.000    0.000    0.000    0.000 nest.py:94(_is_namedtuple)
        4    0.001    0.000    2.186    0.546 nfsp_agent.py:124(_build_model)
   185032    0.265    0.000   72.613    0.000 nfsp_agent.py:164(feed)
   185032    2.379    0.000  295.978    0.002 nfsp_agent.py:176(step)
        1    0.000    0.000    0.000    0.000 nfsp_agent.py:19(<module>)
    46214    0.391    0.000   73.699    0.002 nfsp_agent.py:200(eval_step)
     8004    0.016    0.000    0.028    0.000 nfsp_agent.py:222(sample_episode_policy)
   139269    1.269    0.000  187.159    0.001 nfsp_agent.py:230(_act)
    91977    0.368    0.000    2.337    0.000 nfsp_agent.py:246(_add_transition)
     2768    0.040    0.000   26.561    0.010 nfsp_agent.py:260(train_sl)
     2768    0.144    0.000    0.144    0.000 nfsp_agent.py:274(<listcomp>)
     2768    0.093    0.000    0.093    0.000 nfsp_agent.py:275(<listcomp>)
        1    0.000    0.000    0.000    0.000 nfsp_agent.py:287(ReservoirBuffer)
        4    0.000    0.000    0.000    0.000 nfsp_agent.py:296(__init__)
    91977    0.493    0.000    1.827    0.000 nfsp_agent.py:303(add)
     2768    0.024    0.000    1.046    0.000 nfsp_agent.py:317(sample)
        1    0.000    0.000    0.000    0.000 nfsp_agent.py:34(NFSPAgent)
   190568    0.053    0.000    0.071    0.000 nfsp_agent.py:340(__len__)
        4    0.000    0.000    6.805    1.701 nfsp_agent.py:38(__init__)
       72    0.000    0.000    0.050    0.001 nn_grad.py:325(_BiasAddGrad)
        8    0.000    0.000    0.019    0.002 nn_grad.py:501(_BroadcastMul)
        4    0.000    0.000    0.025    0.006 nn_grad.py:516(_SoftmaxCrossEntropyWithLogitsGrad)
        4    0.000    0.000    0.000    0.000 nn_grad.py:527(IsZero)
       16    0.000    0.000    0.018    0.001 nn_grad.py:840(_BaseFusedBatchNormGrad)
       16    0.000    0.000    0.018    0.001 nn_grad.py:924(_FusedBatchNormV3Grad)
        4    0.000    0.000    0.021    0.005 nn_impl.py:1171(moments)
        4    0.000    0.000    0.022    0.006 nn_impl.py:1374(batch_normalization)
       16    0.000    0.000    0.107    0.007 nn_impl.py:1437(fused_batch_norm)
       72    0.001    0.000    0.057    0.001 nn_ops.py:2685(bias_add)
        8    0.000    0.000    0.062    0.008 nn_ops.py:2825(_flatten_outer_dims)
        8    0.000    0.000    0.006    0.001 nn_ops.py:2852(_softmax)
        4    0.000    0.000    0.003    0.001 nn_ops.py:2931(softmax)
        4    0.000    0.000    0.003    0.001 nn_ops.py:2988(log_softmax)
        4    0.000    0.000    0.087    0.022 nn_ops.py:3108(softmax_cross_entropy_with_logits_v2_helper)
        1    0.000    0.000    0.000    0.000 nolimit_holdem_human_agent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nolimit_holdem_human_agent.py:4(HumanAgent)
       12    0.000    0.000    0.004    0.000 normalization.py:119(__init__)
       12    0.000    0.000    0.004    0.000 normalization.py:138(__init__)
       12    0.000    0.000    0.354    0.029 normalization.py:166(call)
       12    0.000    0.000    0.615    0.051 normalization.py:170(batch_normalization)
        8    0.000    0.000    0.000    0.000 normalization.py:211(_raise_if_fused_cannot_be_used)
        8    0.000    0.000    0.000    0.000 normalization.py:236(_fused_can_be_used)
       72    0.000    0.000    0.000    0.000 normalization.py:243(trainable)
       12    0.000    0.000    0.000    0.000 normalization.py:247(trainable)
       52    0.000    0.000    0.001    0.000 normalization.py:259(_param_dtype)
       16    0.000    0.000    0.000    0.000 normalization.py:267(_support_zero_size_input)
       12    0.001    0.000    0.237    0.020 normalization.py:272(build)
       12    0.000    0.000    0.000    0.000 normalization.py:334(<dictcomp>)
       24    0.001    0.000    0.090    0.004 normalization.py:467(_assign_moving_average)
        8    0.000    0.000    0.277    0.035 normalization.py:485(_fused_batch_norm)
        8    0.000    0.000    0.048    0.006 normalization.py:497(_fused_batch_norm_training)
        8    0.000    0.000    0.059    0.007 normalization.py:505(_fused_batch_norm_inference)
        8    0.000    0.000    0.000    0.000 normalization.py:530(<lambda>)
        8    0.000    0.000    0.000    0.000 normalization.py:531(<lambda>)
        8    0.000    0.000    0.035    0.004 normalization.py:535(mean_update)
        8    0.000    0.000    0.029    0.004 normalization.py:539(variance_update)
        4    0.000    0.000    0.021    0.005 normalization.py:619(_moments)
       12    0.000    0.000    0.000    0.000 normalization.py:630(_get_training_value)
       12    0.000    0.000    0.354    0.029 normalization.py:642(call)
        4    0.000    0.000    0.000    0.000 normalization.py:669(<listcomp>)
       16    0.000    0.000    0.000    0.000 normalization.py:677(_broadcast)
        4    0.000    0.000    0.000    0.000 normalization.py:721(<lambda>)
        4    0.000    0.000    0.000    0.000 normalization.py:725(<lambda>)
        8    0.000    0.000    0.026    0.003 normalization.py:753(_do_update)
        4    0.000    0.000    0.013    0.003 normalization.py:758(mean_update)
        4    0.000    0.000    0.013    0.003 normalization.py:759(<lambda>)
        4    0.000    0.000    0.013    0.003 normalization.py:763(variance_update)
        4    0.000    0.000    0.013    0.003 normalization.py:780(<lambda>)
     1055    0.001    0.000    0.002    0.000 ntpath.py:122(splitdrive)
       20    0.000    0.000    0.000    0.000 ntpath.py:178(split)
       16    0.000    0.000    0.000    0.000 ntpath.py:201(splitext)
       16    0.000    0.000    0.000    0.000 ntpath.py:212(basename)
        3    0.000    0.000    0.000    0.000 ntpath.py:219(dirname)
       29    0.000    0.000    0.000    0.000 ntpath.py:287(expanduser)
      824    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       20    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
        9    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        5    0.000    0.000    0.000    0.000 ntpath.py:523(abspath)
        2    0.000    0.000    0.000    0.000 ntpath.py:536(relpath)
        2    0.000    0.000    0.000    0.000 ntpath.py:564(<listcomp>)
        2    0.000    0.000    0.000    0.000 ntpath.py:565(<listcomp>)
      804    0.001    0.000    0.002    0.000 ntpath.py:67(isabs)
      110    0.000    0.000    0.001    0.000 ntpath.py:75(join)
   231246    0.859    0.000    1.320    0.000 numeric.py:1308(normalize_axis_tuple)
   231246    0.213    0.000    0.400    0.000 numeric.py:1358(<listcomp>)
  1261680    1.458    0.000    6.314    0.000 numeric.py:144(ones)
       42    0.000    0.000    0.000    0.000 numeric.py:1816(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2084(identity)
       12    0.000    0.000    0.000    0.000 numeric.py:2313(_array_equal_dispatcher)
       12    0.000    0.000    0.000    0.000 numeric.py:2317(array_equal)
        1    0.000    0.000    0.000    0.000 numeric.py:319(_full_like_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:323(full_like)
   469220    0.534    0.000    0.832    0.000 numerictypes.py:286(issubclass_)
   234610    0.511    0.000    1.371    0.000 numerictypes.py:360(issubdtype)
   733152    0.660    0.000    0.660    0.000 object_identity.py:111(__init__)
  1996342    1.264    0.000    1.904    0.000 object_identity.py:114(_wrap_key)
  1488857    2.593    0.000    5.333    0.000 object_identity.py:117(__getitem__)
   507485    0.569    0.000    1.107    0.000 object_identity.py:120(__setitem__)
    14032    0.007    0.000    0.009    0.000 object_identity.py:126(__len__)
   735965    0.508    0.000    0.614    0.000 object_identity.py:129(__iter__)
      255    0.001    0.000    0.005    0.000 object_identity.py:160(__init__)
      255    0.001    0.000    0.003    0.000 object_identity.py:161(<listcomp>)
   499463    0.384    0.000    0.547    0.000 object_identity.py:169(_wrap_key)
   494918    0.876    0.000    1.690    0.000 object_identity.py:172(__contains__)
      808    0.001    0.000    0.002    0.000 object_identity.py:175(discard)
     1573    0.001    0.000    0.004    0.000 object_identity.py:178(add)
      800    0.000    0.000    0.000    0.000 object_identity.py:191(__len__)
      192    0.000    0.000    0.001    0.000 object_identity.py:203(_wrap_key)
  2495997    0.803    0.000    0.803    0.000 object_identity.py:33(__init__)
   493453    0.106    0.000    0.106    0.000 object_identity.py:36(unwrapped)
   493557    0.245    0.000    0.304    0.000 object_identity.py:40(__eq__)
  2495997    0.956    0.000    1.343    0.000 object_identity.py:49(__hash__)
      192    0.000    0.000    0.001    0.000 object_identity.py:61(__init__)
       14    0.000    0.000    0.000    0.000 offsetbox.py:101(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1195(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1238(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1319(AnnotationBbox)
       14    0.000    0.000    0.000    0.000 offsetbox.py:133(_get_aligned_offsets)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1592(DraggableBase)
       33    0.000    0.000    0.000    0.000 offsetbox.py:163(<genexpr>)
       29    0.000    0.000    0.000    0.000 offsetbox.py:168(<genexpr>)
       29    0.000    0.000    0.000    0.000 offsetbox.py:169(<genexpr>)
       12    0.000    0.000    0.000    0.000 offsetbox.py:171(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1719(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1745(DraggableAnnotation)
        2    0.000    0.000    0.000    0.000 offsetbox.py:180(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:185(OffsetBox)
        7    0.000    0.000    0.000    0.000 offsetbox.py:194(__init__)
      7/1    0.000    0.000    0.000    0.000 offsetbox.py:206(set_figure)
        7    0.000    0.000    0.000    0.000 offsetbox.py:218(axes)
        1    0.000    0.000    0.001    0.001 offsetbox.py:23(<module>)
        4    0.000    0.000    0.000    0.000 offsetbox.py:259(set_offset)
        5    0.000    0.000    0.002    0.000 offsetbox.py:277(get_offset)
       18    0.000    0.000    0.000    0.000 offsetbox.py:318(get_visible_children)
       18    0.000    0.000    0.000    0.000 offsetbox.py:320(<listcomp>)
       14    0.000    0.000    0.000    0.000 offsetbox.py:322(get_children)
      9/4    0.000    0.000    0.002    0.000 offsetbox.py:345(get_extent)
        1    0.000    0.000    0.003    0.003 offsetbox.py:350(get_window_extent)
      4/1    0.000    0.000    0.003    0.003 offsetbox.py:356(draw)
        1    0.000    0.000    0.000    0.000 offsetbox.py:374(PackerBase)
        4    0.000    0.000    0.000    0.000 offsetbox.py:375(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:421(VPacker)
      6/4    0.000    0.000    0.002    0.001 offsetbox.py:427(get_extent_offsets)
        6    0.000    0.000    0.000    0.000 offsetbox.py:43(bbox_artist)
      6/4    0.000    0.000    0.002    0.000 offsetbox.py:438(<listcomp>)
        6    0.000    0.000    0.000    0.000 offsetbox.py:440(<listcomp>)
        6    0.000    0.000    0.000    0.000 offsetbox.py:442(<listcomp>)
        6    0.000    0.000    0.000    0.000 offsetbox.py:447(<listcomp>)
        6    0.000    0.000    0.000    0.000 offsetbox.py:451(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:462(HPacker)
      8/5    0.000    0.000    0.002    0.000 offsetbox.py:468(get_extent_offsets)
      8/5    0.000    0.000    0.002    0.000 offsetbox.py:474(<listcomp>)
       14    0.000    0.000    0.000    0.000 offsetbox.py:48(_get_packed_offsets)
       21    0.000    0.000    0.000    0.000 offsetbox.py:481(<genexpr>)
       21    0.000    0.000    0.000    0.000 offsetbox.py:482(<genexpr>)
        8    0.000    0.000    0.000    0.000 offsetbox.py:487(<listcomp>)
        8    0.000    0.000    0.000    0.000 offsetbox.py:492(<listcomp>)
        8    0.000    0.000    0.000    0.000 offsetbox.py:497(<listcomp>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:507(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:581(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:589(__init__)
        2    0.000    0.000    0.000    0.000 offsetbox.py:623(get_transform)
        1    0.000    0.000    0.000    0.000 offsetbox.py:634(set_offset)
        5    0.000    0.000    0.000    0.000 offsetbox.py:659(get_extent)
        2    0.000    0.000    0.000    0.000 offsetbox.py:665(add_artist)
        1    0.000    0.000    0.000    0.000 offsetbox.py:676(draw)
        1    0.000    0.000    0.000    0.000 offsetbox.py:700(TextArea)
        2    0.000    0.000    0.000    0.000 offsetbox.py:709(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:794(set_offset)
        5    0.000    0.000    0.002    0.000 offsetbox.py:818(get_extent)
        1    0.000    0.000    0.000    0.000 offsetbox.py:846(draw)
        1    0.000    0.000    0.000    0.000 offsetbox.py:853(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:942(AnchoredOffsetbox)
     5431    0.004    0.000    0.012    0.000 op_callbacks.py:144(should_invoke_op_callbacks)
       32    0.000    0.000    0.000    0.000 op_def_library.py:141(_MakeFloat)
      528    0.000    0.000    0.000    0.000 op_def_library.py:148(_MakeInt)
     1282    0.001    0.000    0.003    0.000 op_def_library.py:159(_MakeStr)
     3188    0.001    0.000    0.002    0.000 op_def_library.py:166(_MakeBool)
     7233    0.016    0.000    0.037    0.000 op_def_library.py:173(_MakeType)
      587    0.001    0.000    0.014    0.000 op_def_library.py:184(_MakeShape)
14194/10862    0.010    0.000    0.116    0.000 op_def_library.py:265(_MaybeColocateWith)
5431/5327    0.428    0.000    4.223    0.001 op_def_library.py:356(_apply_op_helper)
     5947    0.010    0.000    0.010    0.000 op_def_library.py:38(_Attr)
     5500    0.002    0.000    0.002    0.000 op_def_library.py:46(_AttrValue)
      360    0.000    0.000    0.000    0.000 op_def_library.py:474(<genexpr>)
      125    0.000    0.000    0.000    0.000 op_def_library.py:505(<listcomp>)
    13056    0.022    0.000    0.036    0.000 op_def_library.py:53(_SatisfiesTypeConstraint)
     9127    0.007    0.000    0.015    0.000 op_def_library.py:568(<listcomp>)
      360    0.000    0.000    0.001    0.000 op_def_library.py:590(<genexpr>)
     9127    0.005    0.000    0.005    0.000 op_def_library.py:64(_IsListParameter)
     3332    0.001    0.000    0.002    0.000 op_def_library.py:661(<genexpr>)
        8    0.000    0.000    0.000    0.000 op_def_library.py:733(<listcomp>)
        2    0.000    0.000    0.003    0.002 op_def_library.py:746(<listcomp>)
     5431    0.010    0.000    0.010    0.000 op_def_library.py:788(<listcomp>)
    15625    0.007    0.000    0.010    0.000 op_def_library.py:80(_IsListValue)
     5431    0.008    0.000    0.030    0.000 op_def_library.py:84(_Flatten)
     5431    0.008    0.000    0.018    0.000 op_def_library.py:87(<listcomp>)
     5431    0.004    0.000    0.004    0.000 op_def_library.py:89(<listcomp>)
        2    0.000    0.000    0.000    0.000 op_def_registry.py:43(get_registered_ops)
     1087    0.005    0.000    0.008    0.000 ops.py:103(__init__)
     2173    0.004    0.000    0.303    0.000 ops.py:1127(convert_to_tensor)
     2177    0.002    0.000    0.302    0.000 ops.py:1187(convert_to_tensor_v2)
14824/14708    0.026    0.000    0.467    0.000 ops.py:1249(internal_convert_to_tensor)
      125    0.001    0.000    0.007    0.000 ops.py:1318(internal_convert_n_to_tensor)
      505    0.000    0.000    0.003    0.000 ops.py:1397(convert_to_tensor_or_composite)
        3    0.000    0.000    0.000    0.000 ops.py:140(string_merge)
     1186    0.002    0.000    0.005    0.000 ops.py:1420(internal_convert_to_tensor_or_composite)
     1993    0.000    0.000    0.000    0.000 ops.py:149(__init__)
     1993    0.000    0.000    0.000    0.000 ops.py:152(__enter__)
     6897    0.104    0.000    0.166    0.000 ops.py:1532(_NodeDef)
     1993    0.000    0.000    0.000    0.000 ops.py:155(__exit__)
     6897    0.100    0.000    0.578    0.000 ops.py:1567(_create_c_op)
      125    0.000    0.000    0.003    0.000 ops.py:1590(<listcomp>)
6897/6833    0.137    0.000    1.593    0.000 ops.py:1637(__init__)
     1466    0.000    0.000    0.000    0.000 ops.py:1720(<listcomp>)
    15222    0.012    0.000    0.042    0.000 ops.py:1723(<genexpr>)
     6897    0.023    0.000    0.151    0.000 ops.py:1778(<listcomp>)
     6897    0.009    0.000    0.053    0.000 ops.py:1782(<listcomp>)
6897/6833    0.030    0.000    0.253    0.000 ops.py:1791(_control_flow_post_processing)
     6897    0.041    0.000    0.043    0.000 ops.py:1802(_reconstruct_sequence_inputs)
   761062    0.402    0.000    0.627    0.000 ops.py:183(_as_graph_element)
     4976    0.026    0.000    0.226    0.000 ops.py:1837(colocation_groups)
     4480    0.004    0.000    0.007    0.000 ops.py:1848(<listcomp>)
    19679    0.003    0.000    0.003    0.000 ops.py:1860(_get_control_flow_context)
       96    0.000    0.000    0.000    0.000 ops.py:1868(_set_control_flow_context)
   535089    0.356    0.000    0.928    0.000 ops.py:1876(name)
    21067    0.004    0.000    0.004    0.000 ops.py:1881(_id)
     8921    0.004    0.000    0.010    0.000 ops.py:1886(device)
       64    0.000    0.000    0.001    0.000 ops.py:1994(_tf_input)
        3    0.000    0.000    0.000    0.000 ops.py:2009(_set_device_from_string)
      136    0.000    0.000    0.000    0.000 ops.py:202(is_dense_tensor_like)
       64    0.000    0.000    0.003    0.000 ops.py:2024(_update_input)
       32    0.000    0.000    0.000    0.000 ops.py:2089(_add_control_input)
    49921    0.014    0.000    0.014    0.000 ops.py:2130(outputs)
     6961    0.003    0.000    0.003    0.000 ops.py:2138(__init__)
    14447    0.007    0.000    0.010    0.000 ops.py:2141(__iter__)
     1480    0.001    0.000    0.001    0.000 ops.py:2144(__len__)
      552    0.000    0.000    0.000    0.000 ops.py:2147(__bool__)
      496    0.000    0.000    0.000    0.000 ops.py:2153(__getitem__)
    21399    0.022    0.000    0.127    0.000 ops.py:2156(inputs)
     6961    0.010    0.000    0.060    0.000 ops.py:2163(<listcomp>)
     1617    0.002    0.000    0.003    0.000 ops.py:2193(control_inputs)
     1617    0.000    0.000    0.000    0.000 ops.py:2210(<listcomp>)
      268    0.000    0.000    0.000    0.000 ops.py:2215(_control_outputs)
      268    0.000    0.000    0.000    0.000 ops.py:2229(<listcomp>)
   518556    0.445    0.000    1.160    0.000 ops.py:2253(type)
  2293305    0.544    0.000    0.544    0.000 ops.py:2258(graph)
     1489    0.008    0.000    0.046    0.000 ops.py:2263(node_def)
     5688    0.022    0.000    0.157    0.000 ops.py:2321(_set_attr)
    13898    0.118    0.000    0.413    0.000 ops.py:2365(get_attr)
        1    0.000    0.000    0.000    0.000 ops.py:2395(<listcomp>)
     6127    0.007    0.000    0.021    0.000 ops.py:2404(_get_attr_type)
     7583    0.005    0.000    0.009    0.000 ops.py:250(uid)
      504    0.003    0.000    0.021    0.000 ops.py:2530(get_gradient_function)
    10051    0.006    0.000    0.006    0.000 ops.py:2748(name_from_scope_name)
        1    0.000    0.000    0.001    0.001 ops.py:2811(__init__)
      553    0.000    0.000    0.001    0.000 ops.py:2963(_variable_creator_stack)
    21590    0.006    0.000    0.006    0.000 ops.py:2991(_check_not_finalized)
     6897    0.041    0.000    0.067    0.000 ops.py:3000(_add_op)
    21042    0.011    0.000    0.011    0.000 ops.py:3026(_c_graph)
   242516    0.754    0.000    0.754    0.000 ops.py:3032(version)
       72    0.000    0.000    0.000    0.000 ops.py:3067(seed)
        1    0.000    0.000    0.000    0.000 ops.py:3072(seed)
     9058    0.002    0.000    0.002    0.000 ops.py:3103(_get_control_flow_context)
     4178    0.001    0.000    0.001    0.000 ops.py:3111(_set_control_flow_context)
        1    0.075    0.075    0.274    0.274 ops.py:3133(_as_graph_def)
     6682    0.007    0.000    0.119    0.000 ops.py:3176(<listcomp>)
        1    0.000    0.000    0.274    0.274 ops.py:3212(as_graph_def)
      688    0.001    0.000    0.001    0.000 ops.py:3241(_is_function)
   265990    0.104    0.000    0.104    0.000 ops.py:3295(building_function)
6897/6833    0.040    0.000    2.766    0.000 ops.py:3301(create_op)
6897/6833    0.072    0.000    2.724    0.000 ops.py:3359(_create_op_internal)
     6897    0.006    0.000    0.008    0.000 ops.py:3413(<listcomp>)
     6897    0.118    0.000    0.725    0.000 ops.py:3462(_create_op_helper)
   749644    1.127    0.000    4.304    0.000 ops.py:3573(as_graph_element)
   749644    1.722    0.000    3.176    0.000 ops.py:3609(_as_graph_element_locked)
     7582    0.023    0.000    0.045    0.000 ops.py:370(__init__)
    26879    0.025    0.000    0.025    0.000 ops.py:3737(_get_operation_by_name_unsafe)
    10111    0.008    0.000    0.025    0.000 ops.py:3760(_get_operation_by_tf_operation)
     2840    0.008    0.000    0.057    0.000 ops.py:3764(get_tensor_by_name)
    10111    0.021    0.000    0.048    0.000 ops.py:3785(_get_tensor_by_tf_output)
     6897    0.016    0.000    0.018    0.000 ops.py:3801(_next_id)
       72    0.000    0.000    0.000    0.000 ops.py:3808(_last_id)
     1466    0.001    0.000    0.001    0.000 ops.py:3812(_get_op_def)
   252689    0.636    0.000    2.081    0.000 ops.py:3829(as_default)
      899    0.002    0.000    0.002    0.000 ops.py:3876(add_to_collection)
      553    0.002    0.000    0.004    0.000 ops.py:3894(add_to_collections)
      108    0.000    0.000    0.000    0.000 ops.py:3915(get_collection_ref)
     8061    0.019    0.000    0.024    0.000 ops.py:3940(get_collection)
  1285424    0.242    0.000    0.242    0.000 ops.py:397(op)
        2    0.000    0.000    0.000    0.000 ops.py:3976(get_all_collection_keys)
        2    0.000    0.000    0.000    0.000 ops.py:3979(<listcomp>)
     1008    0.000    0.000    0.000    0.000 ops.py:3993(_original_op)
    45031    0.022    0.000    0.030    0.000 ops.py:4018(_name_stack)
   547159    0.153    0.000    0.153    0.000 ops.py:402(dtype)
    27226    0.012    0.000    0.012    0.000 ops.py:4025(_name_stack)
    27226    0.060    0.000    0.160    0.000 ops.py:4030(name_scope)
  2260195    1.383    0.000    1.921    0.000 ops.py:407(graph)
   502770    0.223    0.000    0.228    0.000 ops.py:412(name)
     8918    0.028    0.000    0.045    0.000 ops.py:4145(unique_name)
     2281    0.001    0.000    0.003    0.000 ops.py:4197(get_name_scope)
     1747    0.001    0.000    0.002    0.000 ops.py:421(device)
     7048    0.008    0.000    0.161    0.000 ops.py:4214(_colocate_with_for_gradient)
     7048    0.021    0.000    0.136    0.000 ops.py:4227(colocate_with)
   508538    0.221    0.000    0.347    0.000 ops.py:426(shape)
     1087    0.003    0.000    0.039    0.000 ops.py:4300(_add_device_to_stack)
     2174    0.005    0.000    0.047    0.000 ops.py:4307(device)
     6897    0.020    0.000    0.053    0.000 ops.py:4378(_apply_device_functions)
     2836    0.004    0.000    0.004    0.000 ops.py:4461(__init__)
     2836    0.006    0.000    0.011    0.000 ops.py:4496(__enter__)
     2836    0.005    0.000    0.013    0.000 ops.py:4506(__exit__)
     3805    0.001    0.000    0.001    0.000 ops.py:4514(control_inputs)
     6219    0.006    0.000    0.009    0.000 ops.py:4518(add_op)
     4626    0.003    0.000    0.004    0.000 ops.py:4523(op_in_group)
     2836    0.002    0.000    0.003    0.000 ops.py:4528(_push_control_dependencies_controller)
     2836    0.004    0.000    0.006    0.000 ops.py:4531(_pop_control_dependencies_controller)
      779    0.002    0.000    0.003    0.000 ops.py:4535(_current_control_dependencies)
     6897    0.017    0.000    0.026    0.000 ops.py:4542(_control_dependencies_for_inputs)
     3041    0.001    0.000    0.001    0.000 ops.py:4573(<listcomp>)
     6897    0.009    0.000    0.020    0.000 ops.py:4576(_record_op_seen_by_control_dependencies)
