   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3491(StatusbarBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3514(_Backend)
        1    0.000    0.000    0.003    0.003 backend_bases.py:3538(new_figure_manager)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3547(new_figure_manager_given_figure)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3599(export)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3614(Show)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3622(ShowBase)
       15    0.000    0.000    0.000    0.000 backend_bases.py:655(flipy)
       48    0.000    0.000    0.001    0.000 backend_bases.py:674(new_gc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:748(GraphicsContextBase)
       48    0.000    0.000    0.001    0.000 backend_bases.py:751(__init__)
       48    0.000    0.000    0.000    0.000 backend_bases.py:792(restore)
       48    0.000    0.000    0.000    0.000 backend_bases.py:819(get_clip_path)
       48    0.000    0.000    0.000    0.000 backend_bases.py:834(get_dashes)
       48    0.000    0.000    0.000    0.000 backend_bases.py:874(get_snap)
       22    0.000    0.000    0.000    0.000 backend_bases.py:885(set_alpha)
       33    0.000    0.000    0.000    0.000 backend_bases.py:902(set_antialiased)
       33    0.000    0.000    0.000    0.000 backend_bases.py:907(set_capstyle)
       13    0.000    0.000    0.000    0.000 backend_bases.py:918(set_clip_rectangle)
       48    0.000    0.000    0.000    0.000 backend_bases.py:922(set_clip_path)
       21    0.000    0.000    0.000    0.000 backend_bases.py:927(set_dashes)
       70    0.000    0.000    0.000    0.000 backend_bases.py:953(set_foreground)
       33    0.000    0.000    0.000    0.000 backend_bases.py:973(set_joinstyle)
       33    0.000    0.000    0.000    0.000 backend_bases.py:984(set_linewidth)
       48    0.000    0.000    0.000    0.000 backend_bases.py:988(set_url)
       33    0.000    0.000    0.000    0.000 backend_bases.py:996(set_snap)
        1    0.000    0.000    0.043    0.043 backend_inline.py:1(<module>)
        1    0.000    0.000    0.012    0.012 backend_inline.py:155(configure_inline_support)
        1    0.000    0.000    0.012    0.012 backend_inline.py:203(_enable_matplotlib_integration)
        1    0.000    0.000    0.000    0.000 backend_inline.py:58(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:15(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:22(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:34(ToolManager)
        1    0.000    0.000    0.000    0.000 backend_managers.py:6(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1010(ToolCopyToClipboardBase)
        1    0.000    0.000    0.002    0.002 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:154(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:242(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:28(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:313(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:343(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:37(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:371(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:381(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:391(_ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:401(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:406(_ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:416(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:421(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:436(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:451(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:464(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:481(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:491(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:501(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:659(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:671(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:680(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:689(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:698(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:705(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:713(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:780(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:906(ToolPan)
        1    0.000    0.000    0.000    0.000 backend_tools.py:972(ToolHelpBase)
     5216    0.004    0.000    0.008    0.000 backprop.py:144(_record_gradient)
       96    0.000    0.000    0.000    0.000 base.py:152(_is_in_keras_style_scope)
       96    0.001    0.000    0.034    0.000 base.py:192(__init__)
       96    0.000    0.000    0.001    0.000 base.py:249(_init_set_name)
       24    0.000    0.000    0.001    0.000 base.py:261(_make_unique_name)
      288    0.000    0.000    0.000    0.000 base.py:299(_name_scope)
      288    0.000    0.000    0.006    0.000 base.py:305(_set_scope)
      192    0.022    0.000    1.364    0.007 base.py:317(add_weight)
1200/1104    0.003    0.000    0.029    0.000 base.py:453(_method_wrapper)
       96    0.002    0.000    2.036    0.021 base.py:484(__call__)
      840    0.001    0.000    0.002    0.000 base.py:545(_maybe_initialize_trackable)
7400/6596    0.007    0.000    0.009    0.000 base.py:572(__setattr__)
       96    0.000    0.000    0.004    0.000 base.py:582(_add_elements_to_collection)
      216    0.000    0.000    0.000    0.000 base.py:624(_deferred_dependencies)
      192    0.000    0.000    0.000    0.000 base.py:639(_lookup_dependency)
      192    0.002    0.000    1.274    0.007 base.py:653(_add_variable_with_custom_getter)
      192    0.001    0.000    0.006    0.000 base.py:762(_track_trackable)
      216    0.001    0.000    0.003    0.000 base.py:814(_handle_deferred_dependencies)
       24    0.000    0.000    0.110    0.005 base_layer.py:1226(add_update)
    48/24    0.000    0.000    0.107    0.004 base_layer.py:1279(process_update)
       24    0.000    0.000    0.106    0.004 base_layer.py:1289(<lambda>)
       24    0.000    0.000    0.107    0.004 base_layer.py:1305(<listcomp>)
       96    0.000    0.000    2.036    0.021 base_layer.py:1684(apply)
       96    0.001    0.000    0.002    0.000 base_layer.py:1732(_set_dtype_policy)
      264    0.000    0.000    0.000    0.000 base_layer.py:1755(_compute_dtype)
       96    0.000    0.000    0.000    0.000 base_layer.py:1768(_maybe_cast_inputs)
       96    0.000    0.000    0.000    0.000 base_layer.py:1930(_handle_activity_regularization)
       96    0.001    0.000    0.003    0.000 base_layer.py:1947(_set_mask_metadata)
      192    0.000    0.000    0.000    0.000 base_layer.py:1952(<genexpr>)
       12    0.000    0.000    0.000    0.000 base_layer.py:1964(<listcomp>)
       84    0.000    0.000    0.000    0.000 base_layer.py:1970(<listcomp>)
       96    0.000    0.000    0.004    0.000 base_layer.py:1987(_collect_input_masks)
       96    0.000    0.000    0.000    0.000 base_layer.py:1995(<lambda>)
      192    0.001    0.000    0.001    0.000 base_layer.py:2001(_call_arg_was_passed)
       12    0.000    0.000    0.000    0.000 base_layer.py:2012(_get_call_arg_value)
       96    0.001    0.000    1.384    0.014 base_layer.py:2123(_maybe_build)
      192    0.000    0.000    0.000    0.000 base_layer.py:2138(<genexpr>)
       96    0.000    0.000    0.000    0.000 base_layer.py:2139(<lambda>)
      288    0.000    0.000    0.001    0.000 base_layer.py:2196(_maybe_create_attribute)
       96    0.001    0.000    0.001    0.000 base_layer.py:2331(_gather_children_attribute)
       96    0.000    0.000    0.000    0.000 base_layer.py:2341(<genexpr>)
       96    0.001    0.000    0.011    0.000 base_layer.py:2350(_init_call_fn_args)
       96    0.000    0.000    0.005    0.000 base_layer.py:2361(_call_fn_args)
       96    0.000    0.000    0.004    0.000 base_layer.py:2370(_call_accepts_kwargs)
       96    0.000    0.000    0.000    0.000 base_layer.py:2375(_should_compute_mask)
       96    0.002    0.000    0.021    0.000 base_layer.py:284(__init__)
       12    0.000    0.000    0.000    0.000 base_layer.py:372(build)
      192    0.003    0.000    1.283    0.007 base_layer.py:401(add_weight)
       84    0.000    0.000    0.000    0.000 base_layer.py:688(compute_mask)
       96    0.005    0.000    2.004    0.021 base_layer.py:710(__call__)
      192    0.000    0.000    0.000    0.000 base_layer.py:745(<genexpr>)
      372    0.000    0.000    0.001    0.000 base_layer.py:904(dtype)
      192    0.000    0.000    0.000    0.000 base_layer.py:908(name)
       96    0.000    0.000    0.000    0.000 base_layer.py:912(dynamic)
      456    0.000    0.000    0.000    0.000 base_layer.py:916(trainable)
      192    0.000    0.000    0.000    0.000 base_layer.py:936(input_spec)
      264    0.001    0.000    0.002    0.000 base_layer.py:940(input_spec)
       96    0.001    0.000    0.007    0.000 base_layer.py:977(updates)
       96    0.000    0.000    0.001    0.000 base_layer_utils.py:158(have_all_keras_metadata)
      192    0.000    0.000    0.000    0.000 base_layer_utils.py:159(<genexpr>)
       96    0.000    0.000    0.007    0.000 base_layer_utils.py:243(needs_keras_history)
      192    0.000    0.000    0.000    0.000 base_layer_utils.py:265(<genexpr>)
       84    0.000    0.000    0.001    0.000 base_layer_utils.py:272(is_in_keras_graph)
      120    0.000    0.000    0.006    0.000 base_layer_utils.py:277(is_in_eager_or_tf_function)
      120    0.000    0.000    0.005    0.000 base_layer_utils.py:282(is_in_tf_function)
       96    0.002    0.000    0.006    0.000 base_layer_utils.py:300(uses_keras_history)
       96    0.000    0.000    0.001    0.000 base_layer_utils.py:345(mark_checked)
       96    0.000    0.000    0.000    0.000 base_layer_utils.py:355(_mark_checked)
      300    0.000    0.000    0.000    0.000 base_layer_utils.py:361(call_context)
        1    0.000    0.000    0.000    0.000 base_layer_utils.py:381(__init__)
      192    0.001    0.000    0.001    0.000 base_layer_utils.py:389(enter)
       84    0.000    0.000    0.001    0.000 base_layer_utils.py:419(in_keras_graph)
       96    0.000    0.000    0.002    0.000 base_layer_utils.py:437(autocast_context_manager)
       96    0.000    0.000    0.000    0.000 base_layer_utils.py:454(is_subclassed)
       96    0.000    0.000    0.000    0.000 base_layer_utils.py:460(from_saved_model)
       24    0.000    0.000    0.001    0.000 base_layer_utils.py:465(check_graph_consistency)
       96    0.000    0.000    0.001    0.000 base_layer_utils.py:675(v2_dtype_behavior_enabled)
        1    0.000    0.000    0.000    0.000 bezier.py:182(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 blackjack_human_agent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blackjack_human_agent.py:4(HumanAgent)
        1    0.000    0.000    0.000    0.000 blocking_input.py:101(BlockingMouseInput)
        1    0.000    0.000    0.019    0.019 blocking_input.py:20(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:269(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:32(BlockingInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:327(BlockingKeyMouseInput)
       28    0.000    0.000    0.000    0.000 bunch.py:11(__getattr__)
    30778    0.020    0.000    0.089    0.000 c_api_util.py:143(tf_buffer)
    15164    0.027    0.000    0.239    0.000 c_api_util.py:176(tf_output)
        2    0.000    0.000    0.000    0.000 c_api_util.py:32(__init__)
        2    0.000    0.000    0.000    0.000 c_api_util.py:35(__del__)
        1    0.000    0.000    0.001    0.001 c_api_util.py:45(__init__)
        1    0.000    0.000    0.000    0.000 category.py:11(<module>)
        1    0.000    0.000    0.000    0.000 category.py:122(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:142(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 category.py:172(UnitData)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 cfr_agent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cfr_agent.py:9(CFRAgent)
        1    0.000    0.000    0.076    0.076 checkpoint_management.py:170(update_checkpoint_state_internal)
        1    0.000    0.000    0.000    0.000 checkpoint_management.py:43(_GetCheckpointFilename)
        1    0.000    0.000    0.000    0.000 checkpoint_management.py:476(meta_graph_filename)
        1    0.000    0.000    0.000    0.000 checkpoint_management.py:59(generate_checkpoint_state_proto)
        1    0.000    0.000    0.015    0.015 cm.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:163(get_cmap)
        1    0.000    0.000    0.000    0.000 cm.py:238(ScalarMappable)
        1    0.000    0.000    0.000    0.000 cm.py:246(__init__)
        1    0.000    0.000    0.008    0.008 cm.py:32(_gen_cmap_registry)
        1    0.000    0.000    0.000    0.000 cm.py:388(set_clim)
        1    0.000    0.000    0.000    0.000 cm.py:423(set_cmap)
        1    0.000    0.000    0.000    0.000 cm.py:437(set_norm)
        1    0.000    0.000    0.000    0.000 cm.py:493(changed)
        1    0.000    0.000    0.000    0.000 cm.py:54(_DeprecatedCmapDictWrapper)
        1    0.000    0.000    0.000    0.000 cm.py:57(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       37    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.056    0.056 collections.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1015(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1185(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1273(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1316(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1381(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1386(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1391(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1549(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1746(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1766(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1847(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1902(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1965(QuadMesh)
        1    0.000    0.000    0.000    0.000 collections.py:25(Collection)
        1    0.000    0.000    0.000    0.000 collections.py:968(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 colorbar.py:1158(Colorbar)
        1    0.000    0.000    0.000    0.000 colorbar.py:1554(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 colorbar.py:225(_ColorbarAutoLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:258(_ColorbarAutoMinorLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:285(_ColorbarLogLocator)
        1    0.000    0.000    0.160    0.160 colorbar.py:29(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:317(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 colorbar.py:338(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colors.py:1000(ListedColormap)
       40    0.000    0.000    0.000    0.000 colors.py:1028(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:103(<dictcomp>)
       20    0.000    0.000    0.000    0.000 colors.py:1068(reversed)
        1    0.000    0.000    0.000    0.000 colors.py:108(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:1095(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:1101(__init__)
        2    0.000    0.000    0.000    0.000 colors.py:122(_sanitize_extrema)
        1    0.000    0.000    0.000    0.000 colors.py:1239(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1309(CenteredNorm)
     1246    0.001    0.000    0.004    0.000 colors.py:132(_is_nth_color)
      532    0.000    0.000    0.006    0.000 colors.py:137(is_color_like)
        6    0.000    0.000    0.000    0.000 colors.py:1404(_make_norm_from_scale)
        3    0.000    0.000    0.000    0.000 colors.py:1441(Norm)
        1    0.000    0.000    0.000    0.000 colors.py:1497(FuncNorm)
      104    0.000    0.000    0.001    0.000 colors.py:150(_check_color_like)
        1    0.000    0.000    0.000    0.000 colors.py:1530(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1543(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1581(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1632(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1759(NoNorm)
      714    0.001    0.000    0.005    0.000 colors.py:178(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:1915(LightSource)
      164    0.001    0.000    0.002    0.000 colors.py:214(_to_rgba_no_colorcycle)
      440    0.000    0.000    0.000    0.000 colors.py:241(<genexpr>)
       41    0.000    0.000    0.000    0.000 colors.py:287(<genexpr>)
       45    0.000    0.000    0.000    0.000 colors.py:297(<genexpr>)
       32    0.000    0.000    0.002    0.000 colors.py:302(to_rgba_array)
       32    0.000    0.000    0.000    0.000 colors.py:377(<setcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:419(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:552(Colormap)
      166    0.000    0.000    0.000    0.000 colors.py:564(__init__)
        1    0.000    0.000    0.054    0.054 colors.py:66(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:837(LinearSegmentedColormap)
      126    0.000    0.000    0.000    0.000 colors.py:846(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:86(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:87(__init__)
       32    0.000    0.000    0.005    0.000 colors.py:915(from_list)
       63    0.000    0.000    0.002    0.000 colors.py:968(reversed)
       63    0.000    0.000    0.002    0.000 colors.py:987(<dictcomp>)
      188    0.002    0.000    0.002    0.000 colors.py:989(<listcomp>)
       76    0.000    0.000    0.002    0.000 common_shapes.py:31(has_fully_defined_shape)
       36    0.000    0.000    0.001    0.000 common_shapes.py:36(rank)
       32    0.000    0.000    0.000    0.000 compat.py:39(_date_to_date_number)
   524720    0.696    0.000    1.187    0.000 compat.py:48(as_bytes)
       32    0.000    0.000    0.000    0.000 compat.py:63(forward_compatible)
    44031    0.021    0.000    0.026    0.000 compat.py:74(as_text)
       25    0.000    0.000    0.001    0.000 compilerop.py:181(check_linecache_ipython)
        1    0.000    0.000    0.000    0.000 config.py:36(InlineBackendConfig)
        1    0.000    0.000    0.000    0.000 config.py:39(InlineBackend)
        1    0.000    0.000    0.001    0.001 config.py:4(<module>)
        1    0.000    0.000    0.000    0.000 config.py:65(_update_figure_formatters)
        1    0.000    0.000    0.000    0.000 config.py:70(_figure_formats_changed)
     1440    0.001    0.000    0.001    0.000 config_lib.py:33(matches)
     1440    0.001    0.000    0.002    0.000 config_lib.py:50(get_action)
        8    0.000    0.000    0.000    0.000 configurable.py:118(section_names)
        8    0.000    0.000    0.000    0.000 configurable.py:121(<listcomp>)
      4/1    0.000    0.000    0.000    0.000 configurable.py:125(_find_my_config)
        1    0.000    0.000    0.011    0.011 configurable.py:150(_load_config)
        1    0.000    0.000    0.011    0.011 configurable.py:192(_config_changed)
        1    0.000    0.000    0.011    0.011 configurable.py:47(__init__)
        3    0.000    0.000    0.000    0.000 configurable.py:482(_walk_mro)
        5    0.000    0.000    0.011    0.002 configurable.py:507(instance)
        4    0.000    0.000    0.000    0.000 configurable.py:551(initialized)
        2    0.000    0.000    0.000    0.000 configurable.py:86(notice_config_override)
     1466    0.004    0.000    0.956    0.001 constant_op.py:164(constant)
     1466    0.024    0.000    0.953    0.001 constant_op.py:230(_constant_impl)
      257    0.000    0.000    0.158    0.001 constant_op.py:283(_constant_tensor_conversion_function)
      252    0.001    0.000    0.192    0.001 constant_op.py:295(_tensor_shape_tensor_conversion_function)
      360    0.000    0.000    0.000    0.000 constraints.py:280(get)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:110(StemContainer)
        1    0.000    0.000    0.000    0.000 container.py:43(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 container.py:78(ErrorbarContainer)
   508842    0.174    0.000    0.174    0.000 context.py:1472(context_switches)
        1    0.000    0.000    0.000    0.000 context.py:1541(_set_context_locked)
        1    0.000    0.000    0.000    0.000 context.py:1552(_create_context)
   811968    0.263    0.000    0.263    0.000 context.py:1559(context)
        1    0.000    0.000    0.000    0.000 context.py:156(__init__)
    42543    0.006    0.000    0.006    0.000 context.py:1566(context_safe)
    35234    0.036    0.000    0.060    0.000 context.py:1591(executing_eagerly)
   252689    0.327    0.000    0.978    0.000 context.py:1631(graph_mode)
        1    0.000    0.000    0.000    0.000 context.py:177(__init__)
     7309    0.007    0.000    0.023    0.000 context.py:1884(_tmp_in_graph_mode)
        1    0.000    0.000    0.000    0.000 context.py:202(__init__)
   252689    0.578    0.000    0.943    0.000 context.py:214(push)
   252689    0.202    0.000    0.247    0.000 context.py:234(pop)
        1    0.000    0.000    0.000    0.000 context.py:299(increment_and_get)
        1    0.000    0.000    0.000    0.000 context.py:311(__init__)
        1    0.000    0.000    0.000    0.000 context.py:332(__init__)
   505378    0.594    0.000    0.594    0.000 context.py:635(_mode)
    50313    0.019    0.000    0.019    0.000 context.py:656(executing_eagerly)
808681/290372    0.993    0.000    7.985    0.000 contextlib.py:107(__enter__)
808681/290467    0.904    0.000    3.291    0.000 contextlib.py:116(__exit__)
       13    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
   808681    0.794    0.000    2.873    0.000 contextlib.py:237(helper)
        4    0.000    0.000    0.000    0.000 contextlib.py:58(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:696(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:699(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:702(__exit__)
        4    0.000    0.000    0.000    0.000 contextlib.py:71(inner)
   808681    1.847    0.000    2.079    0.000 contextlib.py:81(__init__)
        1    0.000    0.000    0.000    0.000 contour.py:1335(QuadContourSet)
        1    0.000    0.000    0.097    0.097 contour.py:3(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:35(ClabelText)
        1    0.000    0.000    0.000    0.000 contour.py:48(ContourLabeler)
        1    0.000    0.000    0.000    0.000 contour.py:641(ContourSet)
       32    0.000    0.000    0.026    0.001 control_flow_grad.py:35(_SwitchGrad)
        8    0.000    0.000    0.007    0.001 control_flow_grad.py:95(_MergeGrad)
       48    0.000    0.000    0.001    0.000 control_flow_ops.py:1017(<listcomp>)
       64    0.000    0.000    0.000    0.000 control_flow_ops.py:1031(_ProcessOutputTensor)
       64    0.000    0.000    0.010    0.000 control_flow_ops.py:1049(_BuildCondTensor)
       32    0.000    0.000    0.120    0.004 control_flow_ops.py:1058(BuildCondBranch)
       48    0.000    0.000    0.000    0.000 control_flow_ops.py:1086(_UnpackIfSingleton)
       16    0.001    0.000    0.189    0.012 control_flow_ops.py:1095(cond)
       16    0.000    0.000    0.027    0.002 control_flow_ops.py:1276(<listcomp>)
      433    0.002    0.000    0.296    0.001 control_flow_ops.py:179(_Identity)
      433    0.005    0.000    0.359    0.001 control_flow_ops.py:2802(with_dependencies)
      214    0.001    0.000    0.133    0.001 control_flow_ops.py:2840(_GroupControlDeps)
      214    0.003    0.000    0.151    0.001 control_flow_ops.py:2850(group)
      120    0.001    0.000    0.099    0.001 control_flow_ops.py:286(switch)
      200    0.003    0.000    0.495    0.002 control_flow_ops.py:2947(tuple)
      200    0.001    0.000    0.001    0.000 control_flow_ops.py:2984(<listcomp>)
      200    0.000    0.000    0.001    0.000 control_flow_ops.py:2988(<listcomp>)
      376    0.000    0.000    0.000    0.000 control_flow_ops.py:3001(<lambda>)
       72    0.001    0.000    0.072    0.001 control_flow_ops.py:321(_SwitchRefOrTensor)
       64    0.001    0.000    0.053    0.001 control_flow_ops.py:365(merge)
      192    0.000    0.000    0.000    0.000 control_flow_ops.py:390(<genexpr>)
       64    0.000    0.000    0.001    0.000 control_flow_ops.py:394(<listcomp>)
      192    0.000    0.000    0.000    0.000 control_flow_ops.py:397(<genexpr>)
      128    0.000    0.000    0.000    0.000 control_flow_ops.py:398(<genexpr>)
       64    0.000    0.000    0.000    0.000 control_flow_ops.py:430(_convert_tensorarray_to_flow)
       16    0.000    0.000    0.000    0.000 control_flow_ops.py:437(_convert_flows_to_tensorarrays)
       16    0.000    0.000    0.000    0.000 control_flow_ops.py:443(<listcomp>)
       32    0.000    0.000    0.000    0.000 control_flow_ops.py:637(__init__)
       64    0.000    0.000    0.000    0.000 control_flow_ops.py:679(name)
      272    0.000    0.000    0.000    0.000 control_flow_ops.py:683(outer_context)
       32    0.001    0.000    0.001    0.000 control_flow_ops.py:706(_to_values_def)
       32    0.000    0.000    0.000    0.000 control_flow_ops.py:717(<listcomp>)
       32    0.000    0.000    0.000    0.000 control_flow_ops.py:727(Enter)
       32    0.000    0.000    0.000    0.000 control_flow_ops.py:733(Exit)
       32    0.000    0.000    0.000    0.000 control_flow_ops.py:749(ExitResult)
       48    0.000    0.000    0.000    0.000 control_flow_ops.py:757(GetWhileContext)
       48    0.000    0.000    0.000    0.000 control_flow_ops.py:763(_RemoveExternalControlEdges)
      256    0.000    0.000    0.000    0.000 control_flow_ops.py:795(IsWhileContext)
       32    0.000    0.000    0.001    0.000 control_flow_ops.py:811(__init__)
       40    0.000    0.000    0.000    0.000 control_flow_ops.py:867(pred)
       64    0.000    0.000    0.000    0.000 control_flow_ops.py:875(branch)
       32    0.000    0.000    0.002    0.000 control_flow_ops.py:894(to_proto)
       80    0.001    0.000    0.068    0.001 control_flow_ops.py:935(AddValue)
       48    0.000    0.000    0.077    0.002 control_flow_ops.py:971(AddOp)
       48    0.001    0.000    0.077    0.002 control_flow_ops.py:974(_AddOpInternal)
       32    0.000    0.000    0.000    0.000 control_flow_ops.py:982(<genexpr>)
       12    0.000    0.000    0.002    0.000 control_flow_state.py:754(MaybeCreateControlFlowState)
      116    0.001    0.000    0.155    0.001 control_flow_state.py:777(ZerosLikeOutsideLoop)
      224    0.000    0.000    0.000    0.000 control_flow_util.py:102(IsLoopEnter)
     1628    0.002    0.000    0.005    0.000 control_flow_util.py:107(IsLoopExit)
     9799    0.005    0.000    0.006    0.000 control_flow_util.py:180(GetOutputContext)
      448    0.000    0.000    0.001    0.000 control_flow_util.py:191(GetContainingWhileContext)
     9791    0.011    0.000    0.020    0.000 control_flow_util.py:266(CheckInputFromValidContext)
       16    0.000    0.000    0.000    0.000 control_flow_util.py:50(EnableControlFlowV2)
     1012    0.001    0.000    0.002    0.000 control_flow_util.py:92(IsSwitch)
       12    0.000    0.000    0.000    0.000 conv_utils.py:188(normalize_data_format)
       96    0.000    0.000    0.000    0.000 conversion.py:112(has)
       96    0.000    0.000    0.001    0.000 conversion.py:117(__getitem__)
       96    0.002    0.000    0.005    0.000 conversion.py:328(is_whitelisted_for_graph)
       96    0.000    0.000    0.000    0.000 conversion.py:429(check_cached_unconverted)
       96    0.000    0.000    0.001    0.000 conversion.py:437(cache_unconverted)
       96    0.000    0.000    0.000    0.000 converter.py:159(__init__)
       96    0.000    0.000    0.000    0.000 converter.py:176(as_tuple)
       96    0.000    0.000    0.000    0.000 converter.py:180(__hash__)
      3/1    0.000    0.000    0.000    0.000 copy.py:132(deepcopy)
        2    0.000    0.000    0.000    0.000 copy.py:190(_deepcopy_atomic)
